scenario,scenario_label,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,alpha_deg,cl_total,cd_total,cm_total
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-1.75,3.7717187925672677,7.182556015482494,-0.6704682508520128
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-1.4666666666666668,3.820751116573994,7.224655977681799,-0.6747760685472346
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-1.1833333333333336,3.870036328046815,7.265679631086706,-0.6772335551597928
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-0.9000000000000004,3.9181181492957844,7.306107316766047,-0.6796449019040058
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-0.6166666666666671,3.9658942864219715,7.3460706152044,-0.6827988284169979
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-0.3333333333333339,4.014555298433247,7.3858302520625045,-0.6864183575528091
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-0.04999999999999982,4.062818821998008,7.424975007001334,-0.6902581423371055
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,0.2333333333333334,4.109720260067179,7.4631523523993915,-0.6940147989116374
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,0.5166666666666666,4.155467027481313,7.5003876411072135,-0.6975555668537212
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,0.7999999999999998,4.200577478192286,7.5368132021492045,-0.7009020251947438
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,1.083333333333333,4.245321090932949,7.572487802327323,-0.7040931841032985
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,1.3666666666666663,4.289712020033237,7.607386789304622,-0.707139897156793
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,1.6499999999999995,4.333637970745558,7.641435306273795,-0.7100303648181933
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,1.9333333333333336,4.376954407865659,7.674534159138998,-0.7127433283907912
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,2.216666666666667,4.419532069476431,7.706574357703037,-0.7152568613184237
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,2.5,4.461274947331328,7.737444533557282,-0.7175523524892844
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,2.783333333333333,4.502122716422687,7.767034674307046,-0.7196155720721847
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,3.0666666666666664,4.542046123022007,7.795238266225275,-0.7214366096727259
